parameter,cluster,bus,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,hour_24
load,0,59,1399.1926,1379.0422,1364.3658000000003,1355.0232000000003,1354.9326,1361.0454,1362.6548,1386.9816000000005,1427.0197999999998,1465.4731999999997,1505.0595999999998,1541.6549999999997,1576.5988,1601.5344000000002,1615.5572,1621.3760000000004,1615.1040000000003,1601.8283999999999,1580.4756000000002,1550.6796,1529.7680000000003,1493.1476,1462.7524000000003,1432.9682000000003
load,0,60,325.20239999999995,310.015,300.13840000000005,296.9746,303.38199999999995,315.7242,322.4044,340.858,369.4684,403.5224,436.1982,465.50479999999993,490.66619999999995,509.2738,520.5627999999999,526.3466000000001,524.9638,513.3599999999999,491.39140000000015,470.74760000000003,449.06480000000005,415.3936,380.78400000000016,351.3318
load,0,61,596.6296000000001,565.1826,545.1681999999997,538.0269999999998,550.8446,574.3054,584.0678,609.4484,654.4091999999998,708.6379999999999,764.2696000000001,817.3996,866.7390000000003,906.8725999999999,933.5728000000001,949.1207999999999,955.6496,945.6352,912.3451999999999,875.5948000000003,834.4242000000003,771.1186000000001,703.6919999999998,646.3066
load,0,62,418.9482000000002,404.47520000000003,396.3562000000001,395.8223999999999,404.6606000000001,415.4004000000001,421.63680000000016,445.5088000000002,480.42940000000016,517.5364,551.0068000000001,577.6812,598.9216,611.2300000000002,615.0445999999997,612.4466000000001,602.5800000000002,585.0536000000001,564.8694000000003,550.6361999999998,530.8648000000001,500.3314,468.3043999999998,440.51000000000016
load,0,63,549.7980000000001,524.1227999999999,507.42320000000007,502.07599999999996,512.9078,533.7724,545.0680000000002,576.2661999999999,624.6346000000002,682.2082000000003,737.4501999999999,786.997,829.535,860.9945999999999,880.0794000000003,889.8595999999998,887.5206,867.9026000000003,830.7602,795.8615999999998,759.2023999999999,702.2767999999998,643.7646000000001,593.9725999999999
load,0,64,552.3982000000002,523.2829999999999,504.7528,498.14020000000005,510.00700000000006,531.7293999999998,540.7666000000002,564.2669999999999,605.8939999999999,656.1034,707.6096000000001,756.8016000000002,802.4817999999999,839.6403999999998,864.3609999999999,878.7567999999999,884.8022000000002,875.5292000000002,844.7077999999997,810.6808,772.5628,713.9516000000002,651.523,598.3930000000001
load,0,65,77.4114,74.133,71.87060000000001,70.74779999999998,71.5808,73.9868,74.31020000000001,78.55160000000001,85.45179999999999,92.8224,99.69859999999998,105.57279999999997,110.39300000000001,113.6154,114.79359999999998,114.83179999999999,113.14740000000003,109.82320000000001,105.67580000000002,103.15960000000004,100.059,94.1956,87.69399999999996,81.8878
load,0,66,12.8432,12.408399999999997,12.059399999999998,11.879199999999999,11.941799999999999,12.307200000000002,12.495600000000001,13.007599999999995,13.823999999999998,14.765599999999996,15.796800000000003,16.7436,17.625799999999998,18.3066,18.7516,18.992600000000003,18.899800000000003,18.534200000000002,17.902399999999997,17.175999999999995,16.478399999999997,15.4398,14.402600000000001,13.558000000000003
load,0,67,900.7401999999998,869.6239999999999,852.1676,851.0202000000002,870.0216000000004,893.1132000000001,906.52,957.8451999999999,1032.9267999999997,1112.7067999999997,1184.6681999999998,1242.0171999999995,1287.685,1314.1473999999998,1322.3481999999997,1316.7634000000003,1295.5505999999998,1257.8674,1214.4713999999994,1183.8698000000002,1141.362,1075.7144000000005,1006.8556000000003,947.0975999999999
load,0,68,1266.2351999999998,1222.4927999999998,1197.9533999999999,1196.3412000000003,1223.0515999999998,1255.5131999999999,1274.3605999999997,1346.5120000000002,1452.0587999999998,1564.2126,1665.3731999999998,1745.9922000000006,1810.1904000000002,1847.3926000000004,1858.9193999999995,1851.0691999999995,1821.2484000000006,1768.2748000000001,1707.2699999999998,1664.2504000000004,1604.4948000000004,1512.2088000000003,1415.4095999999997,1331.4045999999998
