id,atb_year,core_metric_key,core_metric_parameter,core_metric_case,tax_credit_case,crpyears,technology,technology_alias,techdetail,techdetail2,resourcedetail,display_name,default,scale,maturity,scenario,core_metric_variable,units,value
339944,2024,519007,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2045,$/kW,5663.446414
357720,2024,540733,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2046,$/kW,5533.252243
375778,2024,562459,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2047,$/kW,5403.058073
393869,2024,584185,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2048,$/kW,5272.863902
411673,2024,605911,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2049,$/kW,5142.669732
429716,2024,627637,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2050,$/kW,5012.475561
777,2024,777,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2022,$/kW*yr,175
777,2024,777,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2023,$/kW*yr,175
777,2024,777,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2024,$/kW*yr,175
777,2024,777,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2025,$/kW*yr,175
777,2024,777,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2026,$/kW*yr,175
777,2024,777,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2027,$/kW*yr,175
777,2024,777,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2028,$/kW*yr,175
777,2024,777,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2029,$/kW*yr,175
73045,2024,193093,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2030,$/kW*yr,175
90626,2024,214819,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2031,$/kW*yr,175
107762,2024,236545,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2032,$/kW*yr,175
125570,2024,258271,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2033,$/kW*yr,175
143316,2024,279997,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2034,$/kW*yr,175
161162,2024,301723,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2035,$/kW*yr,175
178922,2024,323449,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2036,$/kW*yr,175
196913,2024,345175,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2037,$/kW*yr,175
215018,2024,366901,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2038,$/kW*yr,175
232939,2024,388627,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2039,$/kW*yr,175
250989,2024,410353,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2040,$/kW*yr,175
268677,2024,432079,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2041,$/kW*yr,175
286031,2024,453805,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2042,$/kW*yr,175
304039,2024,475531,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2043,$/kW*yr,175
321927,2024,497257,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2044,$/kW*yr,175
339918,2024,518983,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2045,$/kW*yr,175
357693,2024,540709,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2046,$/kW*yr,175
375752,2024,562435,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2047,$/kW*yr,175
393843,2024,584161,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2048,$/kW*yr,175
411645,2024,605887,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2049,$/kW*yr,175
429692,2024,627613,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2050,$/kW*yr,175
777,2024,777,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2022,$/MWh,2.8
777,2024,777,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2023,$/MWh,2.8
777,2024,777,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2024,$/MWh,2.8
777,2024,777,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2025,$/MWh,2.8
777,2024,777,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2026,$/MWh,2.8
777,2024,777,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2027,$/MWh,2.8
777,2024,777,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2028,$/MWh,2.8
777,2024,777,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2029,$/MWh,2.8
73051,2024,193099,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2030,$/MWh,2.8
90633,2024,214825,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2031,$/MWh,2.8
107769,2024,236551,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2032,$/MWh,2.8
125576,2024,258277,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2033,$/MWh,2.8
143325,2024,280003,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2034,$/MWh,2.8
161168,2024,301729,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2035,$/MWh,2.8
178929,2024,323455,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2036,$/MWh,2.8
196920,2024,345181,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2037,$/MWh,2.8
215024,2024,366907,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2038,$/MWh,2.8
232946,2024,388633,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2039,$/MWh,2.8
250995,2024,410359,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2040,$/MWh,2.8
268684,2024,432085,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2041,$/MWh,2.8
286038,2024,453811,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2042,$/MWh,2.8
304045,2024,475537,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2043,$/MWh,2.8
321934,2024,497263,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2044,$/MWh,2.8
339924,2024,518989,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2045,$/MWh,2.8
357700,2024,540715,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2046,$/MWh,2.8
375759,2024,562441,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2047,$/MWh,2.8
393849,2024,584167,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2048,$/MWh,2.8
411652,2024,605893,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2049,$/MWh,2.8
429698,2024,627619,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2050,$/MWh,2.8
777,2024,777,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2022,MMBtu/MWh,10.497
777,2024,777,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2023,MMBtu/MWh,10.497
777,2024,777,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2024,MMBtu/MWh,10.497
777,2024,777,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2025,MMBtu/MWh,10.497
777,2024,777,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2026,MMBtu/MWh,10.497
777,2024,777,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2027,MMBtu/MWh,10.497
777,2024,777,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2028,MMBtu/MWh,10.497
777,2024,777,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2029,MMBtu/MWh,10.497
73082,2024,193129,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2030,MMBtu/MWh,10.497
90666,2024,214855,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2031,MMBtu/MWh,10.497
107802,2024,236581,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2032,MMBtu/MWh,10.497
125610,2024,258307,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2033,MMBtu/MWh,10.497
143358,2024,280033,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2034,MMBtu/MWh,10.497
161201,2024,301759,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2035,MMBtu/MWh,10.497
178962,2024,323485,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2036,MMBtu/MWh,10.497
196954,2024,345211,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2037,MMBtu/MWh,10.497
215057,2024,366937,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2038,MMBtu/MWh,10.497
232979,2024,388663,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2039,MMBtu/MWh,10.497
251025,2024,410389,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2040,MMBtu/MWh,10.497
268718,2024,432115,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2041,MMBtu/MWh,10.497
286071,2024,453841,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2042,MMBtu/MWh,10.497
304078,2024,475567,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2043,MMBtu/MWh,10.497
321967,2024,497293,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2044,MMBtu/MWh,10.497
339957,2024,519019,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2045,MMBtu/MWh,10.497
357733,2024,540745,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2046,MMBtu/MWh,10.497
375792,2024,562471,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2047,MMBtu/MWh,10.497
393882,2024,584197,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2048,MMBtu/MWh,10.497
411686,2024,605923,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2049,MMBtu/MWh,10.497
429728,2024,627649,Heat Rate,R&D,,20,Nuclear,Nuclear,Nuclear - Large,Nuclear,Large,Nuclear - Large,1,Utility,Y,Moderate,2050,MMBtu/MWh,10.497
73073,2024,193120,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2030,$/kW,9650.000677
90656,2024,214846,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2031,$/kW,9292.593245
107792,2024,236572,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2032,$/kW,8935.185812
125599,2024,258298,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2033,$/kW,8577.77838
143348,2024,280024,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2034,$/kW,8220.370947
161192,2024,301750,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2035,$/kW,7862.963515
178952,2024,323476,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2036,$/kW,7565.123988
196944,2024,345202,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2037,$/kW,7267.28446
215047,2024,366928,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2038,$/kW,6969.444933
232969,2024,388654,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2039,$/kW,6671.605406
251016,2024,410380,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2040,$/kW,6373.765879
268708,2024,432106,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2041,$/kW,6195.062163
286061,2024,453832,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2042,$/kW,6016.358447
304068,2024,475558,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2043,$/kW,5837.654731
321957,2024,497284,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2044,$/kW,5658.951014
339948,2024,519010,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2045,$/kW,5480.247298
357723,2024,540736,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2046,$/kW,5361.111487
375782,2024,562462,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2047,$/kW,5241.975676
393872,2024,584188,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2048,$/kW,5122.839866
411676,2024,605914,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2049,$/kW,5003.704055
429719,2024,627640,CAPEX,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2050,$/kW,4884.568244
73048,2024,193096,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2030,$/kW*yr,136
90630,2024,214822,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2031,$/kW*yr,136
107765,2024,236548,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2032,$/kW*yr,136
125573,2024,258274,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2033,$/kW*yr,136
143322,2024,280000,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2034,$/kW*yr,136
161165,2024,301726,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2035,$/kW*yr,136
178926,2024,323452,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2036,$/kW*yr,136
196916,2024,345178,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2037,$/kW*yr,136
215021,2024,366904,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2038,$/kW*yr,136
232943,2024,388630,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2039,$/kW*yr,136
250992,2024,410356,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2040,$/kW*yr,136
268681,2024,432082,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2041,$/kW*yr,136
286034,2024,453808,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2042,$/kW*yr,136
304042,2024,475534,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2043,$/kW*yr,136
321931,2024,497260,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2044,$/kW*yr,136
339921,2024,518986,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2045,$/kW*yr,136
357697,2024,540712,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2046,$/kW*yr,136
375755,2024,562438,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2047,$/kW*yr,136
393846,2024,584164,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2048,$/kW*yr,136
411649,2024,605890,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2049,$/kW*yr,136
429695,2024,627616,Fixed O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2050,$/kW*yr,136
73055,2024,193102,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2030,$/MWh,2.6
90636,2024,214828,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2031,$/MWh,2.6
107772,2024,236554,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2032,$/MWh,2.6
125580,2024,258280,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2033,$/MWh,2.6
143328,2024,280006,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2034,$/MWh,2.6
161172,2024,301732,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2035,$/MWh,2.6
178932,2024,323458,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2036,$/MWh,2.6
196923,2024,345184,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2037,$/MWh,2.6
215028,2024,366910,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2038,$/MWh,2.6
232949,2024,388636,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2039,$/MWh,2.6
250998,2024,410362,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2040,$/MWh,2.6
268687,2024,432088,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2041,$/MWh,2.6
286041,2024,453814,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2042,$/MWh,2.6
304049,2024,475540,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2043,$/MWh,2.6
321937,2024,497266,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2044,$/MWh,2.6
339928,2024,518992,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2045,$/MWh,2.6
357703,2024,540718,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2046,$/MWh,2.6
375762,2024,562444,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2047,$/MWh,2.6
393853,2024,584170,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2048,$/MWh,2.6
411655,2024,605896,Variable O&M,R&D,,20,Nuclear,Nuclear,Nuclear - Small,Nuclear,Small,Nuclear - Small,0,Utility,N,Moderate,2049,$/MWh,2.6
